DIP:18E	DIP:634N			S06119	85054	DIP:243N			A49426	627246	8906794	Immunoprecipitation
DIP:19070E	DIP:17236N		Q9VXK0		18860049	DIP:17208N				17137224	14605208	Two hybrid test
DIP:19071E	DIP:17238N				20130003	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19072E	DIP:17239N				21356695	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19073E	DIP:17240N				24648858	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19074E	DIP:17241N				17647911	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19075E	DIP:17242N				17647759	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19076E	DIP:17243N				21357269	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19077E	DIP:17244N				17136392	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19078E	DIP:17245N				24642561	DIP:17237N		P20432	XUFF11	17737923	14605208	Two hybrid test
DIP:19079E	DIP:17247N				19923032	DIP:17246N				17137726	14605208	Two hybrid test
DIP:19080E	DIP:17249N				24644950	DIP:17248N				24655613	14605208	Two hybrid test
DIP:19081E	DIP:17250N				24661523	DIP:17248N				24655613	14605208	Two hybrid test
DIP:19082E	DIP:17252N				21356799	DIP:17251N				24644791	14605208	Two hybrid test
DIP:19083E	DIP:17253N				24581719	DIP:17251N				24644791	14605208	Two hybrid test
DIP:19084E	DIP:17254N				24639715	DIP:17251N				24644791	14605208	Two hybrid test
DIP:19085E	DIP:17255N				24666096	DIP:17251N				24644791	14605208	Two hybrid test
DIP:19086E	DIP:17256N				24643118	DIP:17251N				24644791	14605208	Two hybrid test
DIP:19087E	DIP:17068N				24586562	DIP:17257N				24644770	14605208	Two hybrid test
DIP:19088E	DIP:17259N				24583436	DIP:17258N				24644766	14605208	Two hybrid test
DIP:19089E	DIP:17260N				24584774	DIP:17258N				24644766	14605208	Two hybrid test
DIP:19090E	DIP:17261N				19920978	DIP:17258N				24644766	14605208	Two hybrid test
DIP:19091E	DIP:17079N				20129291	DIP:17262N		P20353		17137790	14605208	Two hybrid test
DIP:19092E	DIP:17263N				21355125	DIP:17262N		P20353		17137790	14605208	Two hybrid test
DIP:19093E	DIP:17265N			A56721	17647187	DIP:17264N				24644764	14605208	Two hybrid test
DIP:19094E	DIP:17266N		P40417	A46036	17977692	DIP:17264N				24644764	14605208	Two hybrid test
DIP:19095E	DIP:17267N				28571412	DIP:17264N				24644764	14605208	Two hybrid test
DIP:19096E	DIP:17268N		O46036		24646446	DIP:17264N				24644764	14605208	Two hybrid test
DIP:19097E	DIP:17269N				18921205	DIP:17264N				24644764	14605208	Two hybrid test
DIP:19098E	DIP:17111N				28574726	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19099E	DIP:779N		P49905	S42222	17737915	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19100E	DIP:17272N				24640233	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19101E	DIP:17273N				24583894	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19102E	DIP:17274N				28573310	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19103E	DIP:17275N				21356183	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19104E	DIP:17276N		P48601		24649446	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19105E	DIP:17277N				20129347	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19106E	DIP:17278N				24666323	DIP:17270N		P53501		17647135	14605208	Two hybrid test
DIP:19107E	DIP:17280N				28558744	DIP:17279N				21358221	14605208	Two hybrid test
DIP:19108E	DIP:17281N				21356397	DIP:17279N				21358221	14605208	Two hybrid test
DIP:19109E	DIP:17283N				24643715	DIP:17282N				24656861	14605208	Two hybrid test
DIP:19110E	DIP:73N		P18491	A34688	24654863	DIP:17285N				24655366	14605208	Two hybrid test
DIP:19111E	DIP:73N		P18491	A34688	24654863	DIP:17254N				24639715	14605208	Two hybrid test
DIP:19112E	DIP:325N		P10084	B43731	17136616	DIP:73N		P18491	A34688	24654863	14605208	Two hybrid test
DIP:19113E	DIP:73N		P18491	A34688	24654863	DIP:50N		P11420	A31641	17137250	14605208	Two hybrid test
DIP:19114E	DIP:73N		P18491	A34688	24654863	DIP:17288N				24585948	14605208	Two hybrid test
DIP:19115E	DIP:17290N				17352479	DIP:17289N		Q24154		17137274	14605208	Two hybrid test
DIP:19116E	DIP:17291N				28573679	DIP:17289N		Q24154		17137274	14605208	Two hybrid test
DIP:19117E	DIP:17239N				21356695	DIP:17289N		Q24154		17137274	14605208	Two hybrid test
DIP:19118E	DIP:17292N				24645951	DIP:17289N		Q24154		17137274	14605208	Two hybrid test
DIP:19119E	DIP:17293N				24645332	DIP:17289N		Q24154		17137274	14605208	Two hybrid test
DIP:19120E	DIP:17295N				28573982	DIP:17294N				28573565	14605208	Two hybrid test
DIP:19121E	DIP:17297N				24582319	DIP:17296N				21357371	14605208	Two hybrid test
DIP:19122E	DIP:17298N				28574590	DIP:17296N				21357371	14605208	Two hybrid test
DIP:19123E	DIP:17299N				17136732	DIP:17296N				21357371	14605208	Two hybrid test
DIP:19124E	DIP:17300N				18860011	DIP:17296N				21357371	14605208	Two hybrid test
DIP:19125E	DIP:17302N				24643652	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19126E	DIP:17303N				19922592	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19127E	DIP:17304N				24586379	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19128E	DIP:17305N				22026934	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19129E	DIP:17306N				28572059	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19130E	DIP:17307N		P92208		24583285	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19131E	DIP:17308N				17137572	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19132E	DIP:17309N		Q9VHS2		24645039	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19133E	DIP:17310N				24646729	DIP:17301N				24585405	14605208	Two hybrid test
DIP:19134E	DIP:17312N				19921270	DIP:17311N				28574962	14605208	Two hybrid test
DIP:19135E	DIP:17314N				19920636	DIP:17313N				24659598	14605208	Two hybrid test
DIP:19136E	DIP:17315N				19921042	DIP:17313N				24659598	14605208	Two hybrid test
DIP:19137E	DIP:17317N				24585813	DIP:17316N				17136536	14605208	Two hybrid test
DIP:19138E	DIP:17149N				24661359	DIP:17316N				17136536	14605208	Two hybrid test
DIP:19139E	DIP:17318N				24649911	DIP:17316N				17136536	14605208	Two hybrid test
DIP:19140E	DIP:17320N				19921152	DIP:17319N				22026916	14605208	Two hybrid test
DIP:19141E	DIP:17322N				24660200	DIP:17321N				24655630	14605208	Two hybrid test
DIP:19142E	DIP:17324N				24638774	DIP:17323N				24663874	14605208	Two hybrid test
DIP:19143E	DIP:17326N				17136784	DIP:17325N				20129635	14605208	Two hybrid test
DIP:19144E	DIP:17328N				24643731	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19145E	DIP:17263N				21355125	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19146E	DIP:17329N		P52485		17137158	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19147E	DIP:17330N				19921474	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19148E	DIP:17331N				24646899	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19149E	DIP:17332N				24653562	DIP:17327N				28571565	14605208	Two hybrid test
DIP:19150E	DIP:17334N				24659194	DIP:17333N				24655252	14605208	Two hybrid test
DIP:19151E	DIP:17336N				21358039	DIP:17335N				24646251	14605208	Two hybrid test
DIP:19152E	DIP:779N		P49905	S42222	17737915	DIP:17337N				28571570	14605208	Two hybrid test
DIP:19153E	DIP:17339N		Q94524		17137544	DIP:17338N				21358243	14605208	Two hybrid test
DIP:19154E	DIP:17340N				17136378	DIP:17338N				21358243	14605208	Two hybrid test
DIP:19155E	DIP:17341N				28573125	DIP:17338N				21358243	14605208	Two hybrid test
DIP:19156E	DIP:17343N				24663523	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19157E	DIP:17344N				24644051	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19158E	DIP:17345N				24656476	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19159E	DIP:17346N				20128797	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19160E	DIP:17347N				21356235	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19161E	DIP:17348N		Q94511		24640557	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19162E	DIP:17349N				24581465	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19163E	DIP:17350N				24641689	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19164E	DIP:17351N				24642517	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19165E	DIP:17352N				28571849	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19166E	DIP:17353N				24650348	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19167E	DIP:17354N				24650346	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19168E	DIP:17355N				18859657	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19169E	DIP:17191N				19922390	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19170E	DIP:537N		P07181	MCFF	17647231	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19171E	DIP:17356N				22024283	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19172E	DIP:17357N				20129731	DIP:17342N				21357495	14605208	Two hybrid test
DIP:19173E	DIP:17359N				24582212	DIP:17358N				24653643	14605208	Two hybrid test
DIP:19174E	DIP:17361N				28571341	DIP:17360N				17648067	14605208	Two hybrid test
DIP:19175E	DIP:17274N				28573310	DIP:17360N				17648067	14605208	Two hybrid test
DIP:19176E	DIP:17363N				21358101	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19177E	DIP:17364N				21357711	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19178E	DIP:17068N				24586562	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19179E	DIP:17365N				24655228	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19180E	DIP:17366N		P02828	HHFF83	17647529	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19181E	DIP:17367N				24665583	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19182E	DIP:17368N				24640873	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19183E	DIP:17369N				24639304	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19184E	DIP:17370N				24645817	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19185E	DIP:17371N		P29310	JC1122	24652322	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19186E	DIP:17372N				24651703	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19187E	DIP:17373N				24640510	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19188E	DIP:17374N				24640855	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19189E	DIP:17375N		P02267	HSFF2	17352492	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19190E	DIP:17376N		P22769	S23451	17933602	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19191E	DIP:17377N				24640007	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19192E	DIP:17378N				24640119	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19193E	DIP:17379N				20130345	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19194E	DIP:17380N				24581820	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19195E	DIP:17381N				28573467	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19196E	DIP:17148N				28573512	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19197E	DIP:17382N				17137216	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19198E	DIP:17383N				24583965	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19199E	DIP:17384N		Q9VCE6		21355141	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19200E	DIP:17385N				20129317	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19201E	DIP:17386N				24650435	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19202E	DIP:17387N				24661822	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19203E	DIP:17168N		Q06559	S35620	17136324	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19204E	DIP:17388N				24646440	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19205E	DIP:17199N				24667089	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19206E	DIP:17389N				21355909	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19207E	DIP:17390N				24659953	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19208E	DIP:17391N				24655741	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19209E	DIP:17392N		P21461	A36195	17136476	DIP:17362N				24653649	14605208	Two hybrid test
DIP:19210E	DIP:17394N		Q24152		17136850	DIP:17393N				17864406	14605208	Two hybrid test
DIP:19211E	DIP:17395N				21356117	DIP:17393N				17864406	14605208	Two hybrid test
DIP:19212E	DIP:17397N				24645236	DIP:17396N				19922252	14605208	Two hybrid test
DIP:19213E	DIP:17398N				24666694	DIP:17396N				19922252	14605208	Two hybrid test
DIP:19214E	DIP:17400N				17136884	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19215E	DIP:17401N				18543215	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19216E	DIP:17402N				24649721	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19217E	DIP:17403N				24645724	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19218E	DIP:17404N				24648549	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19219E	DIP:17405N				24643516	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19220E	DIP:17406N				17136860	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19221E	DIP:17407N				24640086	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19222E	DIP:17408N				18858125	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19223E	DIP:17409N				24580809	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19224E	DIP:17410N				21356731	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19225E	DIP:17411N				17737549	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19226E	DIP:17412N			A57226	17136328	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19227E	DIP:17263N				21355125	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19228E	DIP:17413N				24662634	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19229E	DIP:17414N				19921114	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19230E	DIP:17256N				24643118	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19231E	DIP:17415N				24667063	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19232E	DIP:17416N				24651173	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19233E	DIP:17417N		P05084		24645127	DIP:17399N		P18459	A55369	17136776	14605208	Two hybrid test
DIP:19234E	DIP:17419N				24585079	DIP:17418N				24653664	14605208	Two hybrid test
DIP:19235E	DIP:17421N				24762594	DIP:17420N				24646386	14605208	Two hybrid test
DIP:19236E	DIP:17422N				24644650	DIP:17420N				24646386	14605208	Two hybrid test
DIP:19237E	DIP:17423N		P15330		24584826	DIP:17420N				24646386	14605208	Two hybrid test
DIP:19238E	DIP:17425N				24666524	DIP:17424N				17647875	14605208	Two hybrid test
DIP:19239E	DIP:17123N				24639885	DIP:17426N		Q9VRX6		21357693	14605208	Two hybrid test
DIP:19240E	DIP:17428N				19921910	DIP:17427N				28573019	14605208	Two hybrid test
DIP:19241E	DIP:17429N		P17886	T13427	17137126	DIP:17427N				28573019	14605208	Two hybrid test
DIP:19242E	DIP:17431N				28571689	DIP:17430N		P19018	A31638	17136546	14605208	Two hybrid test
DIP:19243E	DIP:17432N				28571918	DIP:17430N		P19018	A31638	17136546	14605208	Two hybrid test
DIP:19244E	DIP:17433N				24645769	DIP:17430N		P19018	A31638	17136546	14605208	Two hybrid test
DIP:19245E	DIP:17434N				24655153	DIP:17430N		P19018	A31638	17136546	14605208	Two hybrid test
DIP:19246E	DIP:17149N				24661359	DIP:17430N		P19018	A31638	17136546	14605208	Two hybrid test
DIP:19247E	DIP:17423N		P15330		24584826	DIP:17173N				21356199	14605208	Two hybrid test
DIP:19248E	DIP:17436N				24583967	DIP:17435N				24585263	14605208	Two hybrid test
DIP:19249E	DIP:17438N		P00528		24657868	DIP:17437N				24663831	14605208	Two hybrid test
DIP:19250E	DIP:17440N				24653988	DIP:17439N				19921544	14605208	Two hybrid test
DIP:19251E	DIP:17442N				24583618	DIP:17441N				17864290	14605208	Two hybrid test
DIP:19253E	DIP:17444N				19922816	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19254E	DIP:17445N				24651671	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19255E	DIP:17446N				24662518	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19256E	DIP:17447N				19921976	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19257E	DIP:17448N		P48598	S55936	17864468	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19258E	DIP:17449N				24653385	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19259E	DIP:17450N				24663043	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19260E	DIP:17451N		Q9VG55		17737929	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19261E	DIP:17438N		P00528		24657868	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19262E	DIP:17452N				17864100	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19263E	DIP:17453N				22024141	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19264E	DIP:17391N				24655741	DIP:17443N				19922260	14605208	Two hybrid test
DIP:19265E	DIP:17455N				24585763	DIP:17454N				19923048	14605208	Two hybrid test
DIP:19266E	DIP:17456N				19922544	DIP:17454N				19923048	14605208	Two hybrid test
DIP:19267E	DIP:17458N				20130321	DIP:17457N				24659383	14605208	Two hybrid test
DIP:19268E	DIP:17460N		P45890	S44028	17737347	DIP:17459N				24653686	14605208	Two hybrid test
DIP:19269E	DIP:17462N				24649427	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19270E	DIP:17463N				28573604	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19271E	DIP:17464N				24584835	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19272E	DIP:17409N				24580809	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19273E	DIP:17465N				20130017	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19274E	DIP:17466N				24659451	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19275E	DIP:17467N				17137696	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19276E	DIP:17468N				19922620	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19277E	DIP:17469N				17737989	DIP:17461N				17647179	14605208	Two hybrid test
DIP:19278E	DIP:17471N				28574303	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19279E	DIP:17472N				20130323	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19280E	DIP:17473N		P35415	S22028	24661112	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19281E	DIP:17474N				24653459	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19282E	DIP:17234N				24649695	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19283E	DIP:17475N				20130151	DIP:17470N				24659367	14605208	Two hybrid test
DIP:19284E	DIP:17103N				21357417	DIP:17476N				17137740	14605208	Two hybrid test
DIP:19285E	DIP:17477N				24643375	DIP:17476N				17137740	14605208	Two hybrid test
DIP:19286E	DIP:17292N				24645951	DIP:17476N				17137740	14605208	Two hybrid test
DIP:19287E	DIP:17052N		Q01644	S25774	17737807	DIP:17476N				17137740	14605208	Two hybrid test
DIP:19288E	DIP:17467N				17137696	DIP:17476N				17137740	14605208	Two hybrid test
DIP:19289E	DIP:17479N				20129165	DIP:17478N				24653705	14605208	Two hybrid test
DIP:19290E	DIP:17481N				24666303	DIP:17480N				19922266	14605208	Two hybrid test
DIP:19292E	DIP:17483N				24665053	DIP:17480N				19922266	14605208	Two hybrid test
DIP:19293E	DIP:17484N				19920382	DIP:17480N				19922266	14605208	Two hybrid test
DIP:19294E	DIP:17486N				21355295	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19295E	DIP:17106N		Q8INW0		28574352	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19296E	DIP:17487N		P13008	R3FF26	17647893	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19297E	DIP:17111N				28574726	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19298E	DIP:17488N				24656644	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19299E	DIP:17489N				18859635	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19300E	DIP:17490N			B48151	18859629	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19301E	DIP:17491N		Q9VN93		24644155	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19302E	DIP:17492N				28571356	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19303E	DIP:17493N				24580543	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19304E	DIP:17121N				24642134	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19305E	DIP:17494N				24655167	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19306E	DIP:17123N				24639885	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19307E	DIP:17495N		P31409	S25167	17136796	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19308E	DIP:17496N				24663055	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19309E	DIP:17497N				24649236	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19310E	DIP:17498N		P08266		17136444	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19311E	DIP:17144N				17137752	DIP:17485N				24663802	14605208	Two hybrid test
DIP:19312E	DIP:17499N		O17445		21357457	DIP:17485N				24663802	14605208	Two hybrid test
