BINDID	MolNameA	MolTypeA	GIA	GeneA	TaxName	MolNameB	MolTypeB	GIB	GeneB	TaxName	PMIDs
144597	Tube	protein	28571503	40554	Drosophila melanogaster	Pelle	protein	17136894	43283	Drosophila melanogaster	12351681
144652	dSlo	protein	157776	42940	Drosophila melanogaster	Slob	protein	17137532	34039	Drosophila melanogaster	10230800
144653	Slob	protein	17137532	34039	Drosophila melanogaster	14-3-3-zeta	protein	24652322	36059	Drosophila melanogaster	10230800
145158	RasGAP	protein	17737349	32569	Drosophila melanogaster	Aurora	protein	17136516	41446	Drosophila melanogaster	11976319
145476	Pc	protein	17737701	40358	Drosophila melanogaster	Ubx locus	dna	969077	42034	Drosophila melanogaster	15175158 | 7667301
145477	Pho	protein	17864180	43819	Drosophila melanogaster	Ubx locus	dna	969077	42034	Drosophila melanogaster	15175158 | 7667301
145487	E(z)	protein	24662251	39203	Drosophila melanogaster	Ubx locus	dna	969077	42034	Drosophila melanogaster	15175158 | 7667301
145490	Phol	protein	24661643	39095	Drosophila melanogaster	Ubx locus	dna	969077	42034	Drosophila melanogaster	15175158 | 7667301
145491	H3	protein	24585677	318847	Drosophila melanogaster	Ubx locus	dna	969077	42034	Drosophila melanogaster	15175158 | 7667301
145584	dRpp20	protein	24643386	338392	Drosophila melanogaster	dSMN	protein	17647939	39844	Drosophila melanogaster	14715275
145625	Bazooka	protein	24642734	32703	Drosophila melanogaster	Bazooka	protein	24642734	32703	Drosophila melanogaster	14675534
145627	Bazooka	protein	24642734	32703	Drosophila melanogaster	aPKC	protein	24653760	47594	Drosophila melanogaster	14675534
146017	dSap18	protein	17738001	41965	Drosophila melanogaster	dSap18	protein	17738001	41965	Drosophila melanogaster	12039038
146018	E(z)	protein	24662251	39203	Drosophila melanogaster	dSap18	protein	17738001	41965	Drosophila melanogaster	12039038
146074	E(z)	protein	24662251	39203	Drosophila melanogaster	Esc	protein	17137672	34595	Drosophila melanogaster	9566901
146154	Par-6	protein	24642839	32752	Drosophila melanogaster	Patj	protein	24655632	44100	Drosophila melanogaster	15177032
146155	Par-6	protein	24642839	32752	Drosophila melanogaster	Cdc42	protein	24643363	32981	Drosophila melanogaster	15177032
146156	Par-6	protein	24642839	32752	Drosophila melanogaster	aPKC	protein	24653760	47594	Drosophila melanogaster	15177032
146157	Par-6	protein	24642839	32752	Drosophila melanogaster	Bazooka	protein	24642734	32703	Drosophila melanogaster	15177032
146158	Par-6	protein	24642839	32752	Drosophila melanogaster	Lgl	protein	24464586	33156	Drosophila melanogaster	12629552
146196	Aurora-A	protein	17136516	41446	Drosophila melanogaster	CNN	protein	17137076	36491	Drosophila melanogaster	12939255
146201	Fu	protein	17137760	32855	Drosophila melanogaster	Ci	protein	45549239	43767	Drosophila melanogaster	14611647
146462	Wunen	protein	17137258	35966	Drosophila melanogaster	Wunen	protein	17137258	35966	Drosophila melanogaster	14725715
146509	Ubx	protein	17985969	42034	Drosophila melanogaster	DIP1	protein	24643777	43981	Drosophila melanogaster	15039447
146510	Disco	protein	24642412	32579	Drosophila melanogaster	DIP1	protein	5739511	43981	Drosophila melanogaster	12829713
146549	Hairy	protein	24661088	38995	Drosophila melanogaster	Hairy	protein	24661088	38995	Drosophila melanogaster	14871887
146550	dTopors	protein	20130141	37188	Drosophila melanogaster	Dmp53	protein	45553463	2768677	Drosophila melanogaster	14871887
149093	Bazooka	protein	24642734	32703	Drosophila melanogaster	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	14675534
149095	PAR-1	protein	45552751	2768852	Drosophila melanogaster	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	12431373
149097	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	12431373
149098	Raf	protein	6911910	31221	Drosophila melanogaster	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	12431373
149137	dTopors	protein	20130141	37188	Drosophila melanogaster	dTopoI	protein	1772834	32458	Drosophila melanogaster	14871887
149138	Hairy	protein	24661088	38995	Drosophila melanogaster	Deadpan	protein	17136808	35800	Drosophila melanogaster	14871887
149139	Hairy	protein	24661088	38995	Drosophila melanogaster	E(spl)m3	protein	24650229	43156	Drosophila melanogaster	14871887
149140	Hairy	protein	24661088	38995	Drosophila melanogaster	E(spl)m8	protein	17738215	43161	Drosophila melanogaster	14871887
149235	Profilin	protein	17136958	33834	Drosophila melanogaster	Rac	protein	17136856	38146	Drosophila melanogaster	15242648
149236	DIAP1	protein	24664967	39753	Drosophila melanogaster	Rac	protein	17136856	38146	Drosophila melanogaster	15242648
149259	DIAP1	protein	24664967	39753	Drosophila melanogaster	Profilin	protein	17136958	33834	Drosophila melanogaster	15242648
149715	Sufu	protein	24646369	41565	Drosophila melanogaster	Ci	protein	45549239	43767	Drosophila melanogaster	14611647
149749	Bazooka	protein	24642734	32703	Drosophila melanogaster	LEO	protein	24652326	36059	Drosophila melanogaster	14675534
149750	PAR-1	protein	45552751	2768852	Drosophila melanogaster	LEO	protein	24652326	36059	Drosophila melanogaster	12431373
149751	14-3-3-epsilon	protein	24647885	42186	Drosophila melanogaster	LEO	protein	24652326	36059	Drosophila melanogaster	12431373
149752	Raf	protein	6911910	31221	Drosophila melanogaster	LEO	protein	24652326	36059	Drosophila melanogaster	12431373
149753	DIAP1	protein	24664967	39753	Drosophila melanogaster	Rpr	protein	17737621	40015	Drosophila melanogaster	12021771
149754	DIAP1	protein	24664967	39753	Drosophila melanogaster	Hid	protein	24666266	40009	Drosophila melanogaster	12021771
149756	drICE	protein	24651143	43514	Drosophila melanogaster	DRONC	protein	17647717	39173	Drosophila melanogaster	10675329
149757	drICE	protein	24651143	43514	Drosophila melanogaster	drICE	protein	24651143	43514	Drosophila melanogaster	10675329
150701	DLA-a	protein	24667500	40260	Drosophila melanogaster	Metl	protein	45550523	38197	Drosophila melanogaster	11738826
150702	DLA-b	protein	17737687	40260	Drosophila melanogaster	Metl	protein	45550523	38197	Drosophila melanogaster	11738826
150950	Dof	protein	24646866	41770	Drosophila melanogaster	Black cells	protein	17136630	37044	Drosophila melanogaster	12767830
150951	Dof	protein	24646866	41770	Drosophila melanogaster	Beta spectrin	protein	17647191	32746	Drosophila melanogaster	12767830
150952	Dof	protein	24646866	41770	Drosophila melanogaster	ubc9	protein	17136904	33226	Drosophila melanogaster	12767830
151069	Gro	protein	24650235	43162	Drosophila melanogaster	E(spl)m7	protein	17981745	43160	Drosophila melanogaster	9751710
151070	Pan	protein	28558732	43769	Drosophila melanogaster	Gro	protein	24650235	43162	Drosophila melanogaster	9751710
151433	Yan	protein	24581025	33392	Drosophila melanogaster	Yan	protein	24581025	33392	Drosophila melanogaster	15260987
151434	Yan	protein	24581025	33392	Drosophila melanogaster	Mae	protein	22024014	37149	Drosophila melanogaster	15260987
151489	Yan	protein	24581025	33392	Drosophila melanogaster	EBS	dna	1	0	Drosophila melanogaster	15260987
151502	sina	protein	24665579	39884	Drosophila melanogaster	Dubc	protein	17136904	33226	Drosophila melanogaster	9334332
151772	DaPKC	protein	24653760	47594	Drosophila melanogaster	Patj	protein	24655632	44100	Drosophila melanogaster	15302858
151774	ASH2	protein	28571870	42936	Drosophila melanogaster	SKTL	protein	17137280	37356	Drosophila melanogaster	15280236
151823	Jun	protein	17136234	36057	Drosophila melanogaster	Jun	protein	17136234	36057	Drosophila melanogaster	11554782
151826	MBF1	protein	17647613	39842	Drosophila melanogaster	D-Jun	protein	17136234	36057	Drosophila melanogaster	15306851
151829	Dof	protein	24646866	41770	Drosophila melanogaster	CG12703	protein	24643394	32992	Drosophila melanogaster	12767830
153434	Corto	protein	24644116	40616	Drosophila melanogaster	Corto	protein	24644116	40616	Drosophila melanogaster	12771214
153435	Corto	protein	24644116	40616	Drosophila melanogaster	ESC	protein	17137672	34595	Drosophila melanogaster	12771214
153436	Corto	protein	24644116	40616	Drosophila melanogaster	E(Z)	protein	24662251	39203	Drosophila melanogaster	12771214
153437	Corto	protein	24644116	40616	Drosophila melanogaster	PH	protein	24639272	31181	Drosophila melanogaster	12771214
153438	Corto	protein	24644116	40616	Drosophila melanogaster	SCM	protein	24645446	41168	Drosophila melanogaster	12771214
153439	Corto	protein	24644116	40616	Drosophila melanogaster	GAGA	protein	45553101	2768981	Drosophila melanogaster	12771214
153468	Dubc	protein	17136904	33226	Drosophila melanogaster	Sina	protein	17136476	39884	Drosophila melanogaster	9334332
153477	So	protein	17136492	35662	Drosophila melanogaster	Groucho	protein	24650235	43162	Drosophila melanogaster	12050133
153494	Dof	protein	24646866	41770	Drosophila melanogaster	CG11762	protein	28571589	41039	Drosophila melanogaster	12767830
153560	Argos	protein	24665335	39833	Drosophila melanogaster	Spitz	protein	45549045	35253	Drosophila melanogaster	15329724
154089	dE2F	protein	24648770	42550	Drosophila melanogaster	dDP	protein	17136994	36461	Drosophila melanogaster	8675008
154090	dE2F/dDP	complex	0	0	Drosophila melanogaster	RBF	protein	24638969	31027	Drosophila melanogaster	8675008
154091	dE2F	protein	24648770	42550	Drosophila melanogaster	RBF	protein	24638969	31027	Drosophila melanogaster	8675008
164708	Dof	protein	24646866	41770	Drosophila melanogaster	GAP69C	protein	24663283	39417	Drosophila melanogaster	12767830
164717	dRal	protein	24639552	31332	Drosophila melanogaster	Ima	protein	20304109	37403	Drosophila melanogaster	14516694
164718	dRal	protein	24639552	31332	Drosophila melanogaster	dRalBP	protein	24648592	42484	Drosophila melanogaster	14516694
54937	GNBP1	protein	24666390	0	Drosophila melanogaster	PGRP-SA	protein	18860053	0	Drosophila melanogaster	14684822
57977	PlexA	protein	24638754	0	Drosophila melanogaster	Nervy	protein	24762602	0	Drosophila melanogaster	14976319
57978	Nervy	protein	45549186	0	Drosophila melanogaster	PKA RII	protein	17647815	0	Drosophila melanogaster	14976319
58071	dShc	protein	24661606	0	Drosophila melanogaster	TrkA	protein	17137372	0	Drosophila melanogaster	8943228
58086	Robo	protein	45551150	0	Drosophila melanogaster	Ena	protein	24655471	0	Drosophila melanogaster	10892742
200014	Notch	protein	24639454	31293	Drosophila melanogaster	OFUT1	protein	20129979	36564	Drosophila melanogaster	15692013
200015	Dl	protein	17137388	42313	Drosophila melanogaster	OFUT1	protein	20129979	36564	Drosophila melanogaster	15692013
217431	USP7	protein	24641480	32169	Drosophila melanogaster	GMPS	protein	18461323	0	Drosophila melanogaster	15749019
217437	GMPS	protein	18461323	0	Drosophila melanogaster	Ubx-PRE	dna	23171483	0	Drosophila melanogaster	15749019
217436	USP7	protein	24641480	0	Drosophila melanogaster	Ubx-PRE	dna	23171483	0	Drosophila melanogaster	15749019
217435	Pc	protein	17737701	40358	Drosophila melanogaster	Ubx-PRE	dna	23171483	0	Drosophila melanogaster	15749019
217833	Dimm	protein	17647645	35404	Drosophila melanogaster	Dimm	protein	17647645	35404	Drosophila melanogaster	15748845
217836	Dimm	protein	17647645	35404	Drosophila melanogaster	Ato	protein	24645007	40975	Drosophila melanogaster	15748845
217837	Sqz	protein	17738045	42300	Drosophila melanogaster	Chip	protein	17137692	34433	Drosophila melanogaster	15748845
217841	Dimm	protein	17647645	35404	Drosophila melanogaster	Sqz	protein	17738045	42300	Drosophila melanogaster	15748845
217840	Dimm	protein	17647645	35404	Drosophila melanogaster	Chip	protein	17137692	34433	Drosophila melanogaster	15748845
217842	Dimm	protein	17647645	35404	Drosophila melanogaster	Ap	protein	0	35509	Drosophila melanogaster	15748845
217834	Da	protein	17137250	34413	Drosophila melanogaster	Ato	protein	24645007	40975	Drosophila melanogaster	15748845
217839	Sqz	protein	17738045	42300	Drosophila melanogaster	Ap	protein	0	35509	Drosophila melanogaster	15748845
197038	Lk6	protein	0	44672	Drosophila melanogaster	elF4E	protein	0	45525	Drosophila melanogaster	15649359
197353	STNB	protein	3138879	0	Drosophila melanogaster	CSP	protein	0	40459	Drosophila melanogaster	11069931
197354	CSP	protein	0	40459	Drosophila melanogaster	STNA	protein	3138878	0	Drosophila melanogaster	11069931
197359	STNB	protein	3138879	0	Drosophila melanogaster	SYB	protein	0	36080	Drosophila melanogaster	11069931
197356	SYT	protein	0	33473	Drosophila melanogaster	STNA	protein	3138878	0	Drosophila melanogaster	11069931
216869	Lwr	protein	17136904	33226	Drosophila melanogaster	Hsp23	protein	17737553	39077	Drosophila melanogaster	9514881
216868	Lwr	protein	17136904	33226	Drosophila melanogaster	Hsp26	protein	17647519	39075	Drosophila melanogaster	9514881
216867	Lwr	protein	17136904	33226	Drosophila melanogaster	Hsp27	protein	17647521	39078	Drosophila melanogaster	9514881
216870	Lwr	protein	17136904	33226	Drosophila melanogaster	Lwr	protein	17136904	33226	Drosophila melanogaster	9514881
219777	STNB	protein	3138879	0	Drosophila melanogaster	Dap160	protein	0	35378	Drosophila melanogaster	15631619
197357	STNB	protein	3138879	0	Drosophila melanogaster	STNA	protein	3138878	0	Drosophila melanogaster	11069931
257634	Dsp1	protein	0	117294	Drosophila melanogaster	Fab-7	dna	56411841	0	Drosophila melanogaster	15791260
257779	USP	protein	17136580	31165	Drosophila melanogaster	EcR	protein	24585970	35540	Drosophila melanogaster	12556479
257780	Lolal	protein	17865642	44703	Drosophila melanogaster	Lolal	protein	17865642	44703	Drosophila melanogaster	12556479
257781	Lolal	protein	17865642	44703	Drosophila melanogaster	Trl	protein	45553101	2768981	Drosophila melanogaster	12556479
257782	Lolal	protein	17865642	44703	Drosophila melanogaster	Trl	protein	45553105	2768981	Drosophila melanogaster	12556479
215102	RpL27a	protein	17136880	33654	Drosophila melanogaster	DIP1	protein	0	43981	Drosophila melanogaster	15560371
257783	Dsor1	protein	265496	31872	Drosophila melanogaster	Phl	protein	6911910	31221	Drosophila melanogaster	9814705
257784	CNK	protein	24654393	36952	Drosophila melanogaster	Phl	protein	6911910	31221	Drosophila melanogaster	9814705
258632	Tld	protein	45549230	42945	Drosophila melanogaster	Sog	protein	17136498	32498	Drosophila melanogaster	15797386
258628	Dpp	protein	0	33432	Drosophila melanogaster	Scw	protein	28574350	46000	Drosophila melanogaster	15797386
258629	Dpp/Scw	complex	0	0	Drosophila melanogaster	Sog	protein	17136498	32498	Drosophila melanogaster	15797386
258630	Dpp/Scw	complex	0	0	Drosophila melanogaster	Tsg	protein	17530913	32160	Drosophila melanogaster	15797386
258532	grk	rna	24582844	34171	Drosophila melanogaster	Hrb27C	protein	17136728	33968	Drosophila melanogaster	15056611
258531	osk	rna	0	41066	Drosophila melanogaster	Hrb27C	protein	17136728	33968	Drosophila melanogaster	15056611
258530	Sqd	protein	24646609	41666	Drosophila melanogaster	Hrb27C	protein	17136728	33968	Drosophila melanogaster	15056611
258557	Ed	protein	24581578	33619	Drosophila melanogaster	Cno	protein	0	40620	Drosophila melanogaster	15809032
258556	Baz	protein	24642734	32703	Drosophila melanogaster	Arm	protein	17136376	31151	Drosophila melanogaster	15809032
258558	Ed	protein	24581578	33619	Drosophila melanogaster	Baz	protein	24642734	32703	Drosophila melanogaster	15809032
258529	Otu	protein	0	31789	Drosophila melanogaster	Hrb27C	protein	17136728	33968	Drosophila melanogaster	15056611
259782	Ftz	protein	17137784	40834	Drosophila melanogaster	Exd	protein	0	32567	Drosophila melanogaster	15823536
259781	Ftz	protein	17137784	40834	Drosophila melanogaster	Ftz-F1	protein	0	40045	Drosophila melanogaster	15823536
261904	Nut2	protein	24665095	39777	Drosophila melanogaster	Trap36	protein	21356995	38799	Drosophila melanogaster	15477388
259706	CDC45L	protein	18543207	31052	Drosophila melanogaster	dpa	protein	17137242	35679	Drosophila melanogaster	11024168
259707	CDC45L	protein	18543207	31052	Drosophila melanogaster	Mcm2	protein	17137132	40973	Drosophila melanogaster	11024168
259708	CDC45L	protein	18543207	31052	Drosophila melanogaster	Mcm3	protein	24639835	31449	Drosophila melanogaster	11024168
261871	dl	protein	24584822	35047	Drosophila melanogaster	Dip3	protein	24654782	53579	Drosophila melanogaster	10660560
261872	dl	protein	24584822	35047	Drosophila melanogaster	Dip2	protein	24644047	40579	Drosophila melanogaster	10660560
261873	dl	protein	24584822	35047	Drosophila melanogaster	Dip1	protein	24640747	53580	Drosophila melanogaster	10660560
261881	dl	protein	24584822	35047	Drosophila melanogaster	Twi	protein	24658978	37655	Drosophila melanogaster	10660560
259709	CDC45L	protein	18543207	31052	Drosophila melanogaster	Mcm5	protein	24645774	41296	Drosophila melanogaster	11024168
259394	Liprin-alpha	protein	24582310	249072	Drosophila melanogaster	Khc	protein	17136240	36810	Drosophila melanogaster	11342551
262285	SPRY	protein	2809398	38424	Drosophila melanogaster	DRK	protein	17136708	36497	Drosophila melanogaster	11053437
262287	SPRY	protein	2809398	38424	Drosophila melanogaster	Cbl	protein	24660931	38961	Drosophila melanogaster	11053437
199	Rh1*	protein	158008	0	Drosophila melanogaster	Gq-GDP	complex	0	0	Drosophila melanogaster	2560388 | 7973725 | 9069253 | 9141501 | 2996005 | 3116547 | 361078
202	INAD complex	complex	0	0	Drosophila melanogaster	PIP2	small molecule	0	0	Drosophila melanogaster	8617767 | 3313427 | 2997167 | 2998372 | 3129419
207	G-alpha-q/GTP	complex	0	0	Drosophila melanogaster	G-alpha-q/GTP	complex	0	0	Drosophila melanogaster	7946351
182563	ESC-E(Z)	complex	0	0	Drosophila melanogaster	H3	protein	24585677	318847	Drosophila melanogaster	12408864
182564	E(Z)	protein	24662251	39203	Drosophila melanogaster	H3	protein	24585677	318847	Drosophila melanogaster	12408864
182565	ESC-E(Z)	complex	0	0	Drosophila melanogaster	E(Z)	protein	24662251	39203	Drosophila melanogaster	12408864
182566	ESC-E(Z)	complex	0	0	Drosophila melanogaster	SU(Z)12	protein	24667078	48071	Drosophila melanogaster	12408864
182574	dTip60 complex	complex	0	0	Drosophila melanogaster	H2Av	protein	17738227	43229	Drosophila melanogaster	15528408
182661	dTip60 complex	complex	0	0	Drosophila melanogaster	H2A	protein	24585673	318855	Drosophila melanogaster	15528408
185374	Ci	protein	45549239	43767	Drosophila melanogaster	CK1-alpha	protein	24641588	32221	Drosophila melanogaster	15592457
185375	Ci	protein	45549239	43767	Drosophila melanogaster	GSK3	protein	0	31248	Drosophila melanogaster	15592457
185376	Ci	protein	45549239	43767	Drosophila melanogaster	PKA	protein	17136902	34284	Drosophila melanogaster	15592457
185377	smo	protein	17647941	33196	Drosophila melanogaster	PKA	protein	17136902	34284	Drosophila melanogaster	15592457
185378	smo	protein	17647941	33196	Drosophila melanogaster	CK1-alpha	protein	24641588	32221	Drosophila melanogaster	15592457
